C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_034.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_034.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_034.jpg, 0, 0, 0, 7.988151E-05
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_136.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_136.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_136.jpg, 0, 0, 0, 7.955441E-05
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_240.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_240.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_240.jpg, 0, 0, 0, 7.839001E-05
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_344.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_344.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_344.jpg, 0, 0, 0, 7.887322E-05
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_447.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_447.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_447.jpg, 0, 0.3046545, 0, 0.3198744
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_548.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_548.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_548.jpg, 0, 0.6085227, 0, 0.8366678
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_653.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_653.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_653.jpg, 0, 0.9030855, 0, 1.754343
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_754.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_754.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_754.jpg, 0, 1, 0, 2.895986
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_855.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_855.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_855.jpg, -0.2829966, 1, 0, 4.059431
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_39_961.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_39_961.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_39_961.jpg, -0.0095124, 1, 0, 5.224331
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_063.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_063.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_063.jpg, 0, 1, 0, 6.377129
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_165.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_165.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_165.jpg, 0, 1, 0, 7.519814
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_265.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_265.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_265.jpg, 0, 1, 0, 8.651431
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_371.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_371.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_371.jpg, -0.1507854, 1, 0, 9.989631
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_473.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_473.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_473.jpg, -0.2045136, 1, 0, 11.05585
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_585.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_585.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_585.jpg, 0, 1, 0, 11.91086
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_692.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_692.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_692.jpg, 0, 1, 0, 13.38058
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_793.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_793.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_793.jpg, -0.3051663, 1, 0, 14.54083
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_894.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_894.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_894.jpg, -0.3191019, 1, 0, 15.42294
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_40_995.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_40_995.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_40_995.jpg, -0.03898226, 1, 0, 16.54374
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_100.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_100.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_100.jpg, -0.2919987, 1, 0, 17.52813
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_207.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_207.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_207.jpg, -0.5124626, 1, 0, 18.63475
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_311.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_311.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_311.jpg, -0.198086, 1, 0, 19.69008
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_414.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_414.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_414.jpg, 0, 1, 0, 20.63469
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_515.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_515.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_515.jpg, 0, 1, 0, 21.67113
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_619.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_619.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_619.jpg, 0, 1, 0, 22.63845
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_720.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_720.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_720.jpg, -0.2769294, 1, 0, 23.59415
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_833.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_833.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_833.jpg, -0.3605829, 1, 0, 24.58711
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_41_936.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_41_936.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_41_936.jpg, -0.07271849, 1, 0, 25.55567
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_037.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_037.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_037.jpg, 0, 1, 0, 26.49287
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_145.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_145.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_145.jpg, 0, 1, 0, 27.4328
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_250.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_250.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_250.jpg, -0.3144924, 1, 0, 28.50032
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_353.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_353.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_353.jpg, -0.3317031, 1, 0, 29.27911
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_462.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_462.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_462.jpg, -0.03496893, 1, 0, 30.18136
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_566.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_566.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_566.jpg, 0, 1, 0, 30.18973
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_673.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_673.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_673.jpg, 0, 1, 0, 30.18983
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_775.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_775.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_775.jpg, 0, 1, 0, 30.19029
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_876.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_876.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_876.jpg, 0, 1, 0, 30.19031
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_42_979.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_42_979.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_42_979.jpg, 0, 1, 0, 30.19033
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_085.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_085.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_085.jpg, -0.0376071, 1, 0, 30.18993
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_194.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_194.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_194.jpg, -0.1544265, 1, 0, 30.18893
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_301.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_301.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_301.jpg, 0, 1, 0, 30.18983
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_405.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_405.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_405.jpg, 0, 1, 0, 30.19029
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_517.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_517.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_517.jpg, -0.0621408, 1, 0, 30.18961
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_620.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_620.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_620.jpg, -0.3372153, 1, 0, 30.16672
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_727.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_727.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_727.jpg, -0.05348218, 1, 0, 30.19089
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_836.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_836.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_836.jpg, -0.3491184, 1, 0, 30.1728
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_43_947.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_43_947.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_43_947.jpg, -0.04708586, 1, 0, 30.19076
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_054.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_054.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_054.jpg, -0.3642594, 1, 0, 30.17154
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_157.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_157.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_157.jpg, -0.07665507, 1, 0, 30.19183
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_264.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_264.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_264.jpg, 0, 1, 0, 30.18983
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_374.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_374.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_374.jpg, 0, 1, 0, 30.19027
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_476.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_476.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_476.jpg, 0, 1, 0, 30.19032
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_583.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_583.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_583.jpg, 0, 1, 0, 30.19027
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_685.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_685.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_685.jpg, 0, 1, 0, 30.1903
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_795.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_795.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_795.jpg, -0.2416074, 1, 0, 30.17654
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_44_904.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_44_904.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_44_904.jpg, 0, 1, 0, 30.18953
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_012.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_012.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_012.jpg, 0, 1, 0, 30.19028
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_113.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_113.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_113.jpg, 0, 1, 0, 30.19029
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_220.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_220.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_220.jpg, 0, 1, 0, 30.19031
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_330.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_330.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_330.jpg, -0.2696394, 1, 0, 30.17507
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_437.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_437.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_437.jpg, 0, 1, 0, 30.18937
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_543.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_543.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_543.jpg, 0, 1, 0, 30.19014
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_644.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_644.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_644.jpg, 0, 1, 0, 30.18972
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_751.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_751.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_751.jpg, -0.2706279, 1, 0, 30.17553
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_856.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_856.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_856.jpg, 0, 1, 0, 30.18892
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_45_965.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_45_965.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_45_965.jpg, 0, 1, 0, 30.19015
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_073.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_073.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_073.jpg, 0, 1, 0, 30.19029
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_174.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_174.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_174.jpg, 0, 1, 0, 30.19029
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_280.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_280.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_280.jpg, 0, 1, 0, 30.19029
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_382.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_382.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_382.jpg, 0, 1, 0, 30.19029
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_493.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_493.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_493.jpg, -0.3297261, 1, 0, 30.16371
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_604.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_604.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_604.jpg, -0.03756059, 1, 0, 30.19049
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_704.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_704.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_704.jpg, 0, 1, 0, 30.18992
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_806.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_806.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_806.jpg, 0, 1, 0, 30.19028
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_46_907.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_46_907.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_46_907.jpg, 0, 1, 0, 30.19032
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_009.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_009.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_009.jpg, 0, 1, 0, 30.1903
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_114.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_114.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_114.jpg, -0.0362814, 1, 0, 30.18999
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_221.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_221.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_221.jpg, -0.1600791, 1, 0, 30.18616
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_324.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_324.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_324.jpg, 0, 1, 0, 30.18999
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_431.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_431.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_431.jpg, 0, 1, 0, 30.19025
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_537.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_537.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_537.jpg, 0, 1, 0, 30.19036
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_644.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_644.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_644.jpg, 0, 1, 0, 30.19027
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_745.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_745.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_745.jpg, -0.2461038, 1, 0, 30.17767
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_849.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_849.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_849.jpg, 0, 1, 0, 30.18977
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_47_954.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_47_954.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_47_954.jpg, -0.0315261, 1, 0, 30.19024
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_48_056.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_48_056.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_48_056.jpg, -0.3105894, 1, 0, 30.1719
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_48_156.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_48_156.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_48_156.jpg, -0.06323876, 1, 0, 30.19109
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_48_261.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_48_261.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_48_261.jpg, 0, 1, 0, 30.18994
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_48_369.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_48_369.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_48_369.jpg, 0, 1, 0, 30.19029
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_48_479.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_48_479.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_48_479.jpg, -0.0292071, 1, 0, 30.19018
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_48_589.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_48_589.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_48_589.jpg, -0.3921374, 1, 0, 30.1596
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_48_696.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_48_696.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_48_696.jpg, -0.07385695, 1, 0, 30.19156
C:\Self_Driving\data_train\IMG\center_2019_04_30_01_04_48_801.jpg, C:\Self_Driving\data_train\IMG\left_2019_04_30_01_04_48_801.jpg, C:\Self_Driving\data_train\IMG\right_2019_04_30_01_04_48_801.jpg, 0, 1, 0, 30.18973
